"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2021"
"460101 Arna";"99 years";2
"460101 Arna";"100 years";2
"460101 Arna";"101 years";2
"460101 Arna";"102 years";0
"460101 Arna";"103 years";1
"460101 Arna";"104 years";0
"460101 Arna";"105 years or older";0
"460102 Bergenhus";"0 years";340
"460102 Bergenhus";"1 year";343
"460102 Bergenhus";"2 years";307
"460102 Bergenhus";"3 years";306
"460102 Bergenhus";"4 years";303
"460102 Bergenhus";"5 years";281
"460102 Bergenhus";"6 years";276
"460102 Bergenhus";"7 years";276
"460102 Bergenhus";"8 years";270
"460102 Bergenhus";"9 years";264
"460102 Bergenhus";"10 years";290
"460102 Bergenhus";"11 years";285
"460102 Bergenhus";"12 years";264
"460102 Bergenhus";"13 years";266
"460102 Bergenhus";"14 years";251
"460102 Bergenhus";"15 years";259
"460102 Bergenhus";"16 years";256
"460102 Bergenhus";"17 years";240
"460102 Bergenhus";"18 years";299
"460102 Bergenhus";"19 years";445
"460102 Bergenhus";"20 years";776
"460102 Bergenhus";"21 years";936
"460102 Bergenhus";"22 years";1242
"460102 Bergenhus";"23 years";1409
"460102 Bergenhus";"24 years";1472
"460102 Bergenhus";"25 years";1301
"460102 Bergenhus";"26 years";1245
"460102 Bergenhus";"27 years";1197
"460102 Bergenhus";"28 years";1117
"460102 Bergenhus";"29 years";1088
"460102 Bergenhus";"30 years";1013
"460102 Bergenhus";"31 years";964
"460102 Bergenhus";"32 years";827
"460102 Bergenhus";"33 years";780
"460102 Bergenhus";"34 years";789
"460102 Bergenhus";"35 years";684
"460102 Bergenhus";"36 years";643
"460102 Bergenhus";"37 years";586
"460102 Bergenhus";"38 years";620
"460102 Bergenhus";"39 years";560
"460102 Bergenhus";"40 years";570
"460102 Bergenhus";"41 years";581
"460102 Bergenhus";"42 years";549
"460102 Bergenhus";"43 years";465
"460102 Bergenhus";"44 years";502
"460102 Bergenhus";"45 years";536
"460102 Bergenhus";"46 years";466
"460102 Bergenhus";"47 years";487
"460102 Bergenhus";"48 years";465
"460102 Bergenhus";"49 years";468
"460102 Bergenhus";"50 years";451
"460102 Bergenhus";"51 years";471
"460102 Bergenhus";"52 years";436
"460102 Bergenhus";"53 years";419
"460102 Bergenhus";"54 years";481
"460102 Bergenhus";"55 years";470
"460102 Bergenhus";"56 years";438
"460102 Bergenhus";"57 years";441
"460102 Bergenhus";"58 years";423
"460102 Bergenhus";"59 years";374
"460102 Bergenhus";"60 years";410
"460102 Bergenhus";"61 years";371
"460102 Bergenhus";"62 years";393
"460102 Bergenhus";"63 years";383
"460102 Bergenhus";"64 years";379
"460102 Bergenhus";"65 years";386
"460102 Bergenhus";"66 years";364
"460102 Bergenhus";"67 years";356
"460102 Bergenhus";"68 years";335
"460102 Bergenhus";"69 years";333
"460102 Bergenhus";"70 years";340
"460102 Bergenhus";"71 years";308
"460102 Bergenhus";"72 years";290
"460102 Bergenhus";"73 years";341
"460102 Bergenhus";"74 years";324
"460102 Bergenhus";"75 years";264
"460102 Bergenhus";"76 years";222
"460102 Bergenhus";"77 years";225
"460102 Bergenhus";"78 years";189
"460102 Bergenhus";"79 years";178
"460102 Bergenhus";"80 years";200
"460102 Bergenhus";"81 years";208
"460102 Bergenhus";"82 years";153
"460102 Bergenhus";"83 years";139
"460102 Bergenhus";"84 years";130
"460102 Bergenhus";"85 years";98
"460102 Bergenhus";"86 years";146
"460102 Bergenhus";"87 years";120
"460102 Bergenhus";"88 years";112
"460102 Bergenhus";"89 years";99
"460102 Bergenhus";"90 years";85
"460102 Bergenhus";"91 years";68
"460102 Bergenhus";"92 years";64
"460102 Bergenhus";"93 years";54
"460102 Bergenhus";"94 years";34
"460102 Bergenhus";"95 years";34
"460102 Bergenhus";"96 years";34
"460102 Bergenhus";"97 years";23
"460102 Bergenhus";"98 years";17
"460102 Bergenhus";"99 years";11
"460102 Bergenhus";"100 years";8
"460102 Bergenhus";"101 years";4
"460102 Bergenhus";"102 years";3
"460102 Bergenhus";"103 years";2
"460102 Bergenhus";"104 years";1
"460102 Bergenhus";"105 years or older";3
"460103 Fana";"0 years";480
"460103 Fana";"1 year";493
"460103 Fana";"2 years";530
"460103 Fana";"3 years";527
"460103 Fana";"4 years";595
"460103 Fana";"5 years";584
"460103 Fana";"6 years";527
"460103 Fana";"7 years";590
"460103 Fana";"8 years";586
"460103 Fana";"9 years";617
"460103 Fana";"10 years";600
"460103 Fana";"11 years";591
"460103 Fana";"12 years";640
"460103 Fana";"13 years";564
"460103 Fana";"14 years";646
"460103 Fana";"15 years";566
"460103 Fana";"16 years";583
"460103 Fana";"17 years";613
"460103 Fana";"18 years";588
"460103 Fana";"19 years";570
"460103 Fana";"20 years";574
"460103 Fana";"21 years";500
"460103 Fana";"22 years";435
"460103 Fana";"23 years";449
"460103 Fana";"24 years";482
"460103 Fana";"25 years";474
"460103 Fana";"26 years";455
"460103 Fana";"27 years";409
"460103 Fana";"28 years";461
"460103 Fana";"29 years";519
"460103 Fana";"30 years";569
"460103 Fana";"31 years";560
"460103 Fana";"32 years";597
"460103 Fana";"33 years";516
"460103 Fana";"34 years";617
"460103 Fana";"35 years";595
"460103 Fana";"36 years";563
"460103 Fana";"37 years";546
"460103 Fana";"38 years";678
"460103 Fana";"39 years";601
"460103 Fana";"40 years";638
"460103 Fana";"41 years";621
"460103 Fana";"42 years";634
"460103 Fana";"43 years";630
"460103 Fana";"44 years";597
"460103 Fana";"45 years";655
"460103 Fana";"46 years";663
"460103 Fana";"47 years";612
"460103 Fana";"48 years";667
"460103 Fana";"49 years";625
"460103 Fana";"50 years";602
"460103 Fana";"51 years";634
"460103 Fana";"52 years";652
"460103 Fana";"53 years";612
"460103 Fana";"54 years";587
"460103 Fana";"55 years";583
"460103 Fana";"56 years";545
"460103 Fana";"57 years";584
"460103 Fana";"58 years";547
"460103 Fana";"59 years";568
"460103 Fana";"60 years";508
"460103 Fana";"61 years";527
"460103 Fana";"62 years";501
"460103 Fana";"63 years";448
"460103 Fana";"64 years";475
"460103 Fana";"65 years";442
"460103 Fana";"66 years";389
"460103 Fana";"67 years";380
"460103 Fana";"68 years";396
"460103 Fana";"69 years";356
"460103 Fana";"70 years";364
"460103 Fana";"71 years";332
"460103 Fana";"72 years";314
"460103 Fana";"73 years";339
"460103 Fana";"74 years";374
"460103 Fana";"75 years";295
"460103 Fana";"76 years";281
"460103 Fana";"77 years";240
"460103 Fana";"78 years";196
"460103 Fana";"79 years";188
"460103 Fana";"80 years";182
"460103 Fana";"81 years";165
"460103 Fana";"82 years";193
"460103 Fana";"83 years";153
"460103 Fana";"84 years";170
"460103 Fana";"85 years";119
"460103 Fana";"86 years";135
"460103 Fana";"87 years";119
"460103 Fana";"88 years";114
"460103 Fana";"89 years";109
"460103 Fana";"90 years";86
"460103 Fana";"91 years";74
"460103 Fana";"92 years";70
"460103 Fana";"93 years";47
"460103 Fana";"94 years";37
"460103 Fana";"95 years";26
"460103 Fana";"96 years";29
"460103 Fana";"97 years";11
"460103 Fana";"98 years";13
"460103 Fana";"99 years";5
"460103 Fana";"100 years";6
"460103 Fana";"101 years";1
"460103 Fana";"102 years";1
"460103 Fana";"103 years";1
"460103 Fana";"104 years";0
"460103 Fana";"105 years or older";0
"460104 Fyllingsdalen";"0 years";370
"460104 Fyllingsdalen";"1 year";330
"460104 Fyllingsdalen";"2 years";359
"460104 Fyllingsdalen";"3 years";336
"460104 Fyllingsdalen";"4 years";376
"460104 Fyllingsdalen";"5 years";371
"460104 Fyllingsdalen";"6 years";348
"460104 Fyllingsdalen";"7 years";333
"460104 Fyllingsdalen";"8 years";327
"460104 Fyllingsdalen";"9 years";342
"460104 Fyllingsdalen";"10 years";358
"460104 Fyllingsdalen";"11 years";356
"460104 Fyllingsdalen";"12 years";322
"460104 Fyllingsdalen";"13 years";345
"460104 Fyllingsdalen";"14 years";322
"460104 Fyllingsdalen";"15 years";354
"460104 Fyllingsdalen";"16 years";320
"460104 Fyllingsdalen";"17 years";325
"460104 Fyllingsdalen";"18 years";314
"460104 Fyllingsdalen";"19 years";315
"460104 Fyllingsdalen";"20 years";297
"460104 Fyllingsdalen";"21 years";330
"460104 Fyllingsdalen";"22 years";311
"460104 Fyllingsdalen";"23 years";352
"460104 Fyllingsdalen";"24 years";382
"460104 Fyllingsdalen";"25 years";341
"460104 Fyllingsdalen";"26 years";361
"460104 Fyllingsdalen";"27 years";385
"460104 Fyllingsdalen";"28 years";400
"460104 Fyllingsdalen";"29 years";445
"460104 Fyllingsdalen";"30 years";425
"460104 Fyllingsdalen";"31 years";450
"460104 Fyllingsdalen";"32 years";469
"460104 Fyllingsdalen";"33 years";453
"460104 Fyllingsdalen";"34 years";437
"460104 Fyllingsdalen";"35 years";403
"460104 Fyllingsdalen";"36 years";436
"460104 Fyllingsdalen";"37 years";420
"460104 Fyllingsdalen";"38 years";391
"460104 Fyllingsdalen";"39 years";374
"460104 Fyllingsdalen";"40 years";367
"460104 Fyllingsdalen";"41 years";332
"460104 Fyllingsdalen";"42 years";363
"460104 Fyllingsdalen";"43 years";317
"460104 Fyllingsdalen";"44 years";334
"460104 Fyllingsdalen";"45 years";368
"460104 Fyllingsdalen";"46 years";379
"460104 Fyllingsdalen";"47 years";373
"460104 Fyllingsdalen";"48 years";383
"460104 Fyllingsdalen";"49 years";373
"460104 Fyllingsdalen";"50 years";404
"460104 Fyllingsdalen";"51 years";402
"460104 Fyllingsdalen";"52 years";419
"460104 Fyllingsdalen";"53 years";435
"460104 Fyllingsdalen";"54 years";415
"460104 Fyllingsdalen";"55 years";404
"460104 Fyllingsdalen";"56 years";428
"460104 Fyllingsdalen";"57 years";382
"460104 Fyllingsdalen";"58 years";427
"460104 Fyllingsdalen";"59 years";413
"460104 Fyllingsdalen";"60 years";366
"460104 Fyllingsdalen";"61 years";396
"460104 Fyllingsdalen";"62 years";354
"460104 Fyllingsdalen";"63 years";384
"460104 Fyllingsdalen";"64 years";344
"460104 Fyllingsdalen";"65 years";309
"460104 Fyllingsdalen";"66 years";341
"460104 Fyllingsdalen";"67 years";311
"460104 Fyllingsdalen";"68 years";301
"460104 Fyllingsdalen";"69 years";274
"460104 Fyllingsdalen";"70 years";320
"460104 Fyllingsdalen";"71 years";284
"460104 Fyllingsdalen";"72 years";308
"460104 Fyllingsdalen";"73 years";305
"460104 Fyllingsdalen";"74 years";323
"460104 Fyllingsdalen";"75 years";239
"460104 Fyllingsdalen";"76 years";265
"460104 Fyllingsdalen";"77 years";245
"460104 Fyllingsdalen";"78 years";226
"460104 Fyllingsdalen";"79 years";206
"460104 Fyllingsdalen";"80 years";233
"460104 Fyllingsdalen";"81 years";167
"460104 Fyllingsdalen";"82 years";165
"460104 Fyllingsdalen";"83 years";164
"460104 Fyllingsdalen";"84 years";144
"460104 Fyllingsdalen";"85 years";145
"460104 Fyllingsdalen";"86 years";109
"460104 Fyllingsdalen";"87 years";108
"460104 Fyllingsdalen";"88 years";90
"460104 Fyllingsdalen";"89 years";79
"460104 Fyllingsdalen";"90 years";75
"460104 Fyllingsdalen";"91 years";51
"460104 Fyllingsdalen";"92 years";39
"460104 Fyllingsdalen";"93 years";37
"460104 Fyllingsdalen";"94 years";30
"460104 Fyllingsdalen";"95 years";17
"460104 Fyllingsdalen";"96 years";20
"460104 Fyllingsdalen";"97 years";13
"460104 Fyllingsdalen";"98 years";8
"460104 Fyllingsdalen";"99 years";2
"460104 Fyllingsdalen";"100 years";2
"460104 Fyllingsdalen";"101 years";1
"460104 Fyllingsdalen";"102 years";0
"460104 Fyllingsdalen";"103 years";0
"460104 Fyllingsdalen";"104 years";1
"460104 Fyllingsdalen";"105 years or older";0
"460105 Laksevåg";"0 years";389
"460105 Laksevåg";"1 year";442
"460105 Laksevåg";"2 years";457
"460105 Laksevåg";"3 years";438
"460105 Laksevåg";"4 years";447
"460105 Laksevåg";"5 years";504
"460105 Laksevåg";"6 years";414
"460105 Laksevåg";"7 years";387
"460105 Laksevåg";"8 years";399
"460105 Laksevåg";"9 years";432
"460105 Laksevåg";"10 years";425
"460105 Laksevåg";"11 years";435
"460105 Laksevåg";"12 years";448
"460105 Laksevåg";"13 years";465
"460105 Laksevåg";"14 years";478
"460105 Laksevåg";"15 years";445
"460105 Laksevåg";"16 years";462
"460105 Laksevåg";"17 years";504
"460105 Laksevåg";"18 years";434
"460105 Laksevåg";"19 years";472
"460105 Laksevåg";"20 years";516
"460105 Laksevåg";"21 years";541
"460105 Laksevåg";"22 years";577
"460105 Laksevåg";"23 years";550
"460105 Laksevåg";"24 years";634
"460105 Laksevåg";"25 years";723
"460105 Laksevåg";"26 years";694
"460105 Laksevåg";"27 years";672
"460105 Laksevåg";"28 years";629
"460105 Laksevåg";"29 years";684
"460105 Laksevåg";"30 years";675
"460105 Laksevåg";"31 years";729
"460105 Laksevåg";"32 years";662
"460105 Laksevåg";"33 years";628
"460105 Laksevåg";"34 years";590
"460105 Laksevåg";"35 years";612
"460105 Laksevåg";"36 years";540
"460105 Laksevåg";"37 years";545
"460105 Laksevåg";"38 years";603
"460105 Laksevåg";"39 years";509
"460105 Laksevåg";"40 years";554
"460105 Laksevåg";"41 years";517
"460105 Laksevåg";"42 years";535
"460105 Laksevåg";"43 years";488
"460105 Laksevåg";"44 years";537
"460105 Laksevåg";"45 years";544
"460105 Laksevåg";"46 years";528
"460105 Laksevåg";"47 years";598
"460105 Laksevåg";"48 years";630
"460105 Laksevåg";"49 years";600
"460105 Laksevåg";"50 years";599
"460105 Laksevåg";"51 years";586
"460105 Laksevåg";"52 years";589
"460105 Laksevåg";"53 years";567
"460105 Laksevåg";"54 years";543
"460105 Laksevåg";"55 years";521
"460105 Laksevåg";"56 years";471
"460105 Laksevåg";"57 years";528
"460105 Laksevåg";"58 years";480
"460105 Laksevåg";"59 years";478
"460105 Laksevåg";"60 years";425
"460105 Laksevåg";"61 years";466
"460105 Laksevåg";"62 years";409
"460105 Laksevåg";"63 years";395
"460105 Laksevåg";"64 years";420
"460105 Laksevåg";"65 years";350
"460105 Laksevåg";"66 years";359
"460105 Laksevåg";"67 years";349
"460105 Laksevåg";"68 years";380
"460105 Laksevåg";"69 years";301
"460105 Laksevåg";"70 years";362
"460105 Laksevåg";"71 years";334
"460105 Laksevåg";"72 years";357
"460105 Laksevåg";"73 years";345
"460105 Laksevåg";"74 years";363
"460105 Laksevåg";"75 years";352
"460105 Laksevåg";"76 years";321
"460105 Laksevåg";"77 years";266
"460105 Laksevåg";"78 years";234
"460105 Laksevåg";"79 years";196
"460105 Laksevåg";"80 years";195
"460105 Laksevåg";"81 years";170
"460105 Laksevåg";"82 years";159
"460105 Laksevåg";"83 years";152
"460105 Laksevåg";"84 years";123
"460105 Laksevåg";"85 years";104
"460105 Laksevåg";"86 years";102
"460105 Laksevåg";"87 years";86
"460105 Laksevåg";"88 years";72
"460105 Laksevåg";"89 years";79
"460105 Laksevåg";"90 years";39
"460105 Laksevåg";"91 years";46
"460105 Laksevåg";"92 years";33
"460105 Laksevåg";"93 years";29
"460105 Laksevåg";"94 years";15
"460105 Laksevåg";"95 years";20
"460105 Laksevåg";"96 years";14
"460105 Laksevåg";"97 years";3
"460105 Laksevåg";"98 years";4
"460105 Laksevåg";"99 years";3
"460105 Laksevåg";"100 years";0
"460105 Laksevåg";"101 years";0
"460105 Laksevåg";"102 years";1
"460105 Laksevåg";"103 years";2
"460105 Laksevåg";"104 years";0
"460105 Laksevåg";"105 years or older";0
"460106 Ytrebygda";"0 years";360
"460106 Ytrebygda";"1 year";342
"460106 Ytrebygda";"2 years";340
"460106 Ytrebygda";"3 years";399
"460106 Ytrebygda";"4 years";426
"460106 Ytrebygda";"5 years";421
"460106 Ytrebygda";"6 years";431
"460106 Ytrebygda";"7 years";383
"460106 Ytrebygda";"8 years";417
"460106 Ytrebygda";"9 years";426
"460106 Ytrebygda";"10 years";459
"460106 Ytrebygda";"11 years";449
"460106 Ytrebygda";"12 years";452
"460106 Ytrebygda";"13 years";411
"460106 Ytrebygda";"14 years";423
"460106 Ytrebygda";"15 years";413
"460106 Ytrebygda";"16 years";446
"460106 Ytrebygda";"17 years";432
"460106 Ytrebygda";"18 years";405
"460106 Ytrebygda";"19 years";353
"460106 Ytrebygda";"20 years";383
"460106 Ytrebygda";"21 years";353
"460106 Ytrebygda";"22 years";327
"460106 Ytrebygda";"23 years";334
"460106 Ytrebygda";"24 years";345
"460106 Ytrebygda";"25 years";280
"460106 Ytrebygda";"26 years";296
"460106 Ytrebygda";"27 years";290
"460106 Ytrebygda";"28 years";322
"460106 Ytrebygda";"29 years";320
"460106 Ytrebygda";"30 years";324
"460106 Ytrebygda";"31 years";385
"460106 Ytrebygda";"32 years";400
"460106 Ytrebygda";"33 years";412
"460106 Ytrebygda";"34 years";438
"460106 Ytrebygda";"35 years";423
"460106 Ytrebygda";"36 years";358
"460106 Ytrebygda";"37 years";430
"460106 Ytrebygda";"38 years";406
"460106 Ytrebygda";"39 years";454
"460106 Ytrebygda";"40 years";408
"460106 Ytrebygda";"41 years";422
"460106 Ytrebygda";"42 years";426
"460106 Ytrebygda";"43 years";394
"460106 Ytrebygda";"44 years";407
"460106 Ytrebygda";"45 years";465
"460106 Ytrebygda";"46 years";456
"460106 Ytrebygda";"47 years";486
"460106 Ytrebygda";"48 years";469
"460106 Ytrebygda";"49 years";432
"460106 Ytrebygda";"50 years";464
"460106 Ytrebygda";"51 years";475
"460106 Ytrebygda";"52 years";455
"460106 Ytrebygda";"53 years";423
"460106 Ytrebygda";"54 years";426
"460106 Ytrebygda";"55 years";394
"460106 Ytrebygda";"56 years";386
"460106 Ytrebygda";"57 years";369
"460106 Ytrebygda";"58 years";359
"460106 Ytrebygda";"59 years";352
"460106 Ytrebygda";"60 years";357
"460106 Ytrebygda";"61 years";348
"460106 Ytrebygda";"62 years";334
"460106 Ytrebygda";"63 years";334
"460106 Ytrebygda";"64 years";285
"460106 Ytrebygda";"65 years";291
"460106 Ytrebygda";"66 years";282
"460106 Ytrebygda";"67 years";232
"460106 Ytrebygda";"68 years";238
"460106 Ytrebygda";"69 years";217
"460106 Ytrebygda";"70 years";204
"460106 Ytrebygda";"71 years";217
"460106 Ytrebygda";"72 years";237
"460106 Ytrebygda";"73 years";234
"460106 Ytrebygda";"74 years";228
"460106 Ytrebygda";"75 years";179
"460106 Ytrebygda";"76 years";189
"460106 Ytrebygda";"77 years";157
"460106 Ytrebygda";"78 years";149
"460106 Ytrebygda";"79 years";118
"460106 Ytrebygda";"80 years";142
"460106 Ytrebygda";"81 years";101
"460106 Ytrebygda";"82 years";126
"460106 Ytrebygda";"83 years";86
"460106 Ytrebygda";"84 years";70
"460106 Ytrebygda";"85 years";73
"460106 Ytrebygda";"86 years";81
"460106 Ytrebygda";"87 years";60
"460106 Ytrebygda";"88 years";77
"460106 Ytrebygda";"89 years";53
"460106 Ytrebygda";"90 years";57
